"","Overall","List_Number"
"Animal_Foods_bin_24h...3518",0,37
"Dairy_Products_bin_8h...3519",0,37
"Dairy_Products_bin_24h...3520",0,37
"Legumes_Nuts_bin_8h...3521",0,37
"Legumes_Nuts_bin_24h...3522",0,37
"Sweets_bin_8h...3523",0,37
"Sweets_bin_24h...3524",0,37
"Meal_bin_8h...3525",0,37
"Meal_bin_24h...3526",0,37
"weekday_num...3527",0,37
"PPG_spike_prev...3528",0,37
"Staples_g_8h_missing...3529",0,37
"Staples_g_24h_missing...3530",0,37
"Vegetables_g_8h_missing...3531",0,37
"Vegetables_g_24h_missing...3532",0,37
"Fruits_g_8h_missing...3533",0,37
"Fruits_g_24h_missing...3534",0,37
"Animal_Foods_g_8h_missing...3535",0,37
"Animal_Foods_g_24h_missing...3536",0,37
"Dairy_Products_g_8h_missing...3537",0,37
"Dairy_Products_g_24h_missing...3538",0,37
"Legumes_Nuts_g_8h_missing...3539",0,37
"Legumes_Nuts_g_24h_missing...3540",0,37
"Sweets_g_8h_missing...3541",0,37
"Sweets_g_24h_missing...3542",0,37
"Total_g_8h_missing...3543",0,37
"Total_g_24h_missing...3544",0,37
"Staples_bin_8h_missing...3545",0,37
"Staples_bin_24h_missing...3546",0,37
"Vegetables_bin_8h_missing...3547",0,37
"Vegetables_bin_24h_missing...3548",0,37
"Fruits_bin_8h_missing...3549",0,37
"Fruits_bin_24h_missing...3550",0,37
"Animal_Foods_bin_8h_missing...3551",0,37
"Animal_Foods_bin_24h_missing...3552",0,37
"Dairy_Products_bin_8h_missing...3553",0,37
"Dairy_Products_bin_24h_missing...3554",0,37
"Legumes_Nuts_bin_8h_missing...3555",0,37
"Legumes_Nuts_bin_24h_missing...3556",0,37
"Sweets_bin_8h_missing...3557",0,37
"Sweets_bin_24h_missing...3558",0,37
"Meal_bin_8h_missing...3559",0,37
"Meal_bin_24h_missing...3560",0,37
"PPG_spike_prev_missing...3561",0,37
"Sweets_bin_24h...3562",100,38
"total_g...3563",30.8845760500437,38
"Animal_Foods_g_24h...3564",14.8366377131958,38
"weekday_num...3565",6.10952068796085,38
"Animal_Foods_g...3566",2.54331078819843,38
"Non.insulin.hypoglycemic.agents...3567",0,38
"basal_insulin...3568",0,38
"bolus_insulin...3569",0,38
"Intermediate_insulin...3570",0,38
"Staples_g...3571",0,38
"Staples_bin...3572",0,38
"Vegetables_g...3573",0,38
"Vegetables_bin...3574",0,38
"Fruits_g...3575",0,38
"Fruits_bin...3576",0,38
"Animal_Foods_bin...3577",0,38
"Dairy_Products_g...3578",0,38
"Dairy_Products_bin...3579",0,38
"Legumes_Nuts_g...3580",0,38
"Legumes_Nuts_bin...3581",0,38
"Sweets_g...3582",0,38
"Sweets_bin...3583",0,38
"Day...3584",0,38
"basal_insulin_dose...3585",0,38
"bolus_insulin_dose...3586",0,38
"intermediate_insulin_dose...3587",0,38
"Insulin_Basal_Time...3588",0,38
"Intermediate_insulin_Time...3589",0,38
"Bolus_insulin_Time...3590",0,38
"Non_Insulin_Time...3591",0,38
"bolus_insulin_dose_time...3592",0,38
"basal_insulin_dose_time...3593",0,38
"intermediate_insulin_dose_time...3594",0,38
"day...3595",0,38
"month...3596",0,38
"Staples_g_8h...3597",0,38
"Staples_g_24h...3598",0,38
"Vegetables_g_8h...3599",0,38
"Vegetables_g_24h...3600",0,38
"Fruits_g_8h...3601",0,38
"Fruits_g_24h...3602",0,38
"Animal_Foods_g_8h...3603",0,38
"Dairy_Products_g_8h...3604",0,38
"Dairy_Products_g_24h...3605",0,38
"Legumes_Nuts_g_8h...3606",0,38
"Legumes_Nuts_g_24h...3607",0,38
"Sweets_g_8h...3608",0,38
"Sweets_g_24h...3609",0,38
"Total_g_8h...3610",0,38
"Total_g_24h...3611",0,38
"Staples_bin_8h...3612",0,38
"Staples_bin_24h...3613",0,38
"Vegetables_bin_8h...3614",0,38
"Vegetables_bin_24h...3615",0,38
"Fruits_bin_8h...3616",0,38
"Fruits_bin_24h...3617",0,38
"Animal_Foods_bin_8h...3618",0,38
"Animal_Foods_bin_24h...3619",0,38
"Dairy_Products_bin_8h...3620",0,38
"Dairy_Products_bin_24h...3621",0,38
"Legumes_Nuts_bin_8h...3622",0,38
"Legumes_Nuts_bin_24h...3623",0,38
"Sweets_bin_8h...3624",0,38
"Meal_bin_8h...3625",0,38
"Meal_bin_24h...3626",0,38
"Hour...3627",0,38
"Meal_time...3628",0,38
"PPG_spike_prev...3629",0,38
"Staples_g_8h_missing...3630",0,38
"Staples_g_24h_missing...3631",0,38
"Vegetables_g_8h_missing...3632",0,38
"Vegetables_g_24h_missing...3633",0,38
"Fruits_g_8h_missing...3634",0,38
"Fruits_g_24h_missing...3635",0,38
"Animal_Foods_g_8h_missing...3636",0,38
"Animal_Foods_g_24h_missing...3637",0,38
"Dairy_Products_g_8h_missing...3638",0,38
"Dairy_Products_g_24h_missing...3639",0,38
"Legumes_Nuts_g_8h_missing...3640",0,38
"Legumes_Nuts_g_24h_missing...3641",0,38
"Sweets_g_8h_missing...3642",0,38
"Sweets_g_24h_missing...3643",0,38
"Total_g_8h_missing...3644",0,38
"Total_g_24h_missing...3645",0,38
"Staples_bin_24h_missing...3646",0,38
"Vegetables_bin_24h_missing...3647",0,38
"Fruits_bin_24h_missing...3648",0,38
"Animal_Foods_bin_24h_missing...3649",0,38
"Dairy_Products_bin_24h_missing...3650",0,38
"Legumes_Nuts_bin_24h_missing...3651",0,38
"Sweets_bin_24h_missing...3652",0,38
"Meal_bin_24h_missing...3653",0,38
"PPG_spike_prev_missing...3654",0,38
"Total_g_24h...3655",100,39
"Non.insulin.hypoglycemic.agents...3656",0,39
"basal_insulin...3657",0,39
"bolus_insulin...3658",0,39
"Intermediate_insulin...3659",0,39
"Staples_g...3660",0,39
"Staples_bin...3661",0,39
"Vegetables_g...3662",0,39
"Vegetables_bin...3663",0,39
"Fruits_g...3664",0,39
"Fruits_bin...3665",0,39
"Animal_Foods_g...3666",0,39
"Animal_Foods_bin...3667",0,39
"Dairy_Products_g...3668",0,39
"Dairy_Products_bin...3669",0,39
"Legumes_Nuts_g...3670",0,39
"Legumes_Nuts_bin...3671",0,39
"Sweets_g...3672",0,39
"Sweets_bin...3673",0,39
"total_g...3674",0,39
"Day...3675",0,39
"basal_insulin_dose...3676",0,39
"bolus_insulin_dose...3677",0,39
"intermediate_insulin_dose...3678",0,39
"Insulin_Basal_Time...3679",0,39
"Intermediate_insulin_Time...3680",0,39
"Bolus_insulin_Time...3681",0,39
"Non_Insulin_Time...3682",0,39
"bolus_insulin_dose_time...3683",0,39
"basal_insulin_dose_time...3684",0,39
"intermediate_insulin_dose_time...3685",0,39
"day...3686",0,39
"month...3687",0,39
"Staples_g_8h...3688",0,39
"Staples_g_24h...3689",0,39
"Vegetables_g_8h...3690",0,39
"Vegetables_g_24h...3691",0,39
"Fruits_g_8h...3692",0,39
"Fruits_g_24h...3693",0,39
"Animal_Foods_g_8h...3694",0,39
"Animal_Foods_g_24h...3695",0,39
"Dairy_Products_g_8h...3696",0,39
"Dairy_Products_g_24h...3697",0,39
"Legumes_Nuts_g_8h...3698",0,39
"Legumes_Nuts_g_24h...3699",0,39
"Sweets_g_8h...3700",0,39
"Sweets_g_24h...3701",0,39
"Total_g_8h...3702",0,39
"Staples_bin_8h...3703",0,39
"Staples_bin_24h...3704",0,39
"Vegetables_bin_8h...3705",0,39
"Vegetables_bin_24h...3706",0,39
"Fruits_bin_8h...3707",0,39
"Fruits_bin_24h...3708",0,39
"Animal_Foods_bin_8h...3709",0,39
"Animal_Foods_bin_24h...3710",0,39
"Dairy_Products_bin_8h...3711",0,39
"Dairy_Products_bin_24h...3712",0,39
"Legumes_Nuts_bin_8h...3713",0,39
"Legumes_Nuts_bin_24h...3714",0,39
"Sweets_bin_8h...3715",0,39
"Sweets_bin_24h...3716",0,39
"Meal_bin_8h...3717",0,39
"Meal_bin_24h...3718",0,39
"Hour...3719",0,39
"Meal_time...3720",0,39
"weekday_num...3721",0,39
"PPG_spike_prev...3722",0,39
"Staples_g_8h_missing...3723",0,39
"Staples_g_24h_missing...3724",0,39
"Vegetables_g_8h_missing...3725",0,39
"Vegetables_g_24h_missing...3726",0,39
"Fruits_g_8h_missing...3727",0,39
"Fruits_g_24h_missing...3728",0,39
"Animal_Foods_g_8h_missing...3729",0,39
"Animal_Foods_g_24h_missing...3730",0,39
"Dairy_Products_g_8h_missing...3731",0,39
"Dairy_Products_g_24h_missing...3732",0,39
"Legumes_Nuts_g_8h_missing...3733",0,39
"Legumes_Nuts_g_24h_missing...3734",0,39
"Sweets_g_8h_missing...3735",0,39
"Sweets_g_24h_missing...3736",0,39
"Total_g_8h_missing...3737",0,39
"Total_g_24h_missing...3738",0,39
"Staples_bin_24h_missing...3739",0,39
"Vegetables_bin_24h_missing...3740",0,39
"Fruits_bin_24h_missing...3741",0,39
"Animal_Foods_bin_24h_missing...3742",0,39
"Dairy_Products_bin_24h_missing...3743",0,39
"Legumes_Nuts_bin_24h_missing...3744",0,39
"Sweets_bin_24h_missing...3745",0,39
"Meal_bin_24h_missing...3746",0,39
"PPG_spike_prev_missing...3747",0,39
"Hour...3748",100,40
"Non.insulin.hypoglycemic.agents...3749",0,40
"basal_insulin...3750",0,40
"bolus_insulin...3751",0,40
"Intermediate_insulin...3752",0,40
"Staples_g...3753",0,40
"Staples_bin...3754",0,40
"Vegetables_g...3755",0,40
"Vegetables_bin...3756",0,40
"Fruits_g...3757",0,40
"Fruits_bin...3758",0,40
"Animal_Foods_g...3759",0,40
"Animal_Foods_bin...3760",0,40
"Dairy_Products_g...3761",0,40
"Dairy_Products_bin...3762",0,40
"Legumes_Nuts_g...3763",0,40
"Legumes_Nuts_bin...3764",0,40
"Sweets_g...3765",0,40
"Sweets_bin...3766",0,40
"total_g...3767",0,40
"Day...3768",0,40
"basal_insulin_dose...3769",0,40
"bolus_insulin_dose...3770",0,40
"intermediate_insulin_dose...3771",0,40
"Insulin_Basal_Time...3772",0,40
"Intermediate_insulin_Time...3773",0,40
"Bolus_insulin_Time...3774",0,40
"Non_Insulin_Time...3775",0,40
"bolus_insulin_dose_time...3776",0,40
"basal_insulin_dose_time...3777",0,40
"intermediate_insulin_dose_time...3778",0,40
"day...3779",0,40
"month...3780",0,40
"Staples_g_8h...3781",0,40
"Staples_g_24h...3782",0,40
"Vegetables_g_8h...3783",0,40
"Vegetables_g_24h...3784",0,40
"Fruits_g_8h...3785",0,40
"Fruits_g_24h...3786",0,40
"Animal_Foods_g_8h...3787",0,40
"Animal_Foods_g_24h...3788",0,40
"Dairy_Products_g_8h...3789",0,40
"Dairy_Products_g_24h...3790",0,40
"Legumes_Nuts_g_8h...3791",0,40
"Legumes_Nuts_g_24h...3792",0,40
"Sweets_g_8h...3793",0,40
"Sweets_g_24h...3794",0,40
"Total_g_8h...3795",0,40
"Total_g_24h...3796",0,40
"Staples_bin_8h...3797",0,40
"Staples_bin_24h...3798",0,40
"Vegetables_bin_8h...3799",0,40
"Vegetables_bin_24h...3800",0,40
"Fruits_bin_8h...3801",0,40
"Fruits_bin_24h...3802",0,40
"Animal_Foods_bin_8h...3803",0,40
"Animal_Foods_bin_24h...3804",0,40
"Dairy_Products_bin_8h...3805",0,40
"Dairy_Products_bin_24h...3806",0,40
"Legumes_Nuts_bin_8h...3807",0,40
"Legumes_Nuts_bin_24h...3808",0,40
"Sweets_bin_8h...3809",0,40
"Sweets_bin_24h...3810",0,40
"Meal_bin_8h...3811",0,40
"Meal_bin_24h...3812",0,40
"Meal_time...3813",0,40
"weekday_num...3814",0,40
"PPG_spike_prev...3815",0,40
"Staples_g_8h_missing...3816",0,40
"Staples_g_24h_missing...3817",0,40
"Vegetables_g_8h_missing...3818",0,40
"Vegetables_g_24h_missing...3819",0,40
"Fruits_g_8h_missing...3820",0,40
"Fruits_g_24h_missing...3821",0,40
"Animal_Foods_g_8h_missing...3822",0,40
"Animal_Foods_g_24h_missing...3823",0,40
"Dairy_Products_g_8h_missing...3824",0,40
"Dairy_Products_g_24h_missing...3825",0,40
"Legumes_Nuts_g_8h_missing...3826",0,40
"Legumes_Nuts_g_24h_missing...3827",0,40
"Sweets_g_8h_missing...3828",0,40
"Sweets_g_24h_missing...3829",0,40
"Total_g_8h_missing...3830",0,40
"Total_g_24h_missing...3831",0,40
"Staples_bin_8h_missing...3832",0,40
"Staples_bin_24h_missing...3833",0,40
"Vegetables_bin_8h_missing...3834",0,40
"Vegetables_bin_24h_missing...3835",0,40
"Fruits_bin_8h_missing...3836",0,40
"Fruits_bin_24h_missing...3837",0,40
"Animal_Foods_bin_8h_missing...3838",0,40
"Animal_Foods_bin_24h_missing...3839",0,40
"Dairy_Products_bin_8h_missing...3840",0,40
"Dairy_Products_bin_24h_missing...3841",0,40
"Legumes_Nuts_bin_8h_missing...3842",0,40
"Legumes_Nuts_bin_24h_missing...3843",0,40
"Sweets_bin_8h_missing...3844",0,40
"Sweets_bin_24h_missing...3845",0,40
"Meal_bin_8h_missing...3846",0,40
"Meal_bin_24h_missing...3847",0,40
"PPG_spike_prev_missing...3848",0,40
"Animal_Foods_g...3849",100,41
"Staples_bin...3850",27.5823539271316,41
"Legumes_Nuts_bin...3851",12.1300938224728,41
"Staples_g_24h...3852",6.0650469112364,41
"Vegetables_bin...3853",1.17376989002857,41
"Non.insulin.hypoglycemic.agents...3854",0,41
"basal_insulin...3855",0,41
"bolus_insulin...3856",0,41
"Intermediate_insulin...3857",0,41
"Staples_g...3858",0,41
"Vegetables_g...3859",0,41
"Fruits_g...3860",0,41
"Fruits_bin...3861",0,41
"Animal_Foods_bin...3862",0,41
"Dairy_Products_g...3863",0,41
"Dairy_Products_bin...3864",0,41
"Legumes_Nuts_g...3865",0,41
"Sweets_g...3866",0,41
"Sweets_bin...3867",0,41
"total_g...3868",0,41
"Day...3869",0,41
"basal_insulin_dose...3870",0,41
"bolus_insulin_dose...3871",0,41
"intermediate_insulin_dose...3872",0,41
"Insulin_Basal_Time...3873",0,41
"Intermediate_insulin_Time...3874",0,41
"Bolus_insulin_Time...3875",0,41
"Non_Insulin_Time...3876",0,41
"bolus_insulin_dose_time...3877",0,41
"basal_insulin_dose_time...3878",0,41
"intermediate_insulin_dose_time...3879",0,41
"day...3880",0,41
"month...3881",0,41
"Staples_g_8h...3882",0,41
"Vegetables_g_8h...3883",0,41
"Vegetables_g_24h...3884",0,41
"Fruits_g_8h...3885",0,41
"Fruits_g_24h...3886",0,41
"Animal_Foods_g_8h...3887",0,41
"Animal_Foods_g_24h...3888",0,41
"Dairy_Products_g_8h...3889",0,41
"Dairy_Products_g_24h...3890",0,41
"Legumes_Nuts_g_8h...3891",0,41
"Legumes_Nuts_g_24h...3892",0,41
"Sweets_g_8h...3893",0,41
"Sweets_g_24h...3894",0,41
"Total_g_8h...3895",0,41
"Total_g_24h...3896",0,41
"Staples_bin_8h...3897",0,41
"Staples_bin_24h...3898",0,41
"Vegetables_bin_8h...3899",0,41
"Vegetables_bin_24h...3900",0,41
"Fruits_bin_8h...3901",0,41
"Fruits_bin_24h...3902",0,41
"Animal_Foods_bin_8h...3903",0,41
"Animal_Foods_bin_24h...3904",0,41
"Dairy_Products_bin_8h...3905",0,41
"Dairy_Products_bin_24h...3906",0,41
"Legumes_Nuts_bin_8h...3907",0,41
"Legumes_Nuts_bin_24h...3908",0,41
"Sweets_bin_8h...3909",0,41
"Sweets_bin_24h...3910",0,41
"Meal_bin_8h...3911",0,41
"Meal_bin_24h...3912",0,41
"Hour...3913",0,41
"Meal_time...3914",0,41
"weekday_num...3915",0,41
"PPG_spike_prev...3916",0,41
"Staples_g_8h_missing...3917",0,41
"Staples_g_24h_missing...3918",0,41
"Vegetables_g_8h_missing...3919",0,41
"Vegetables_g_24h_missing...3920",0,41
"Fruits_g_8h_missing...3921",0,41
"Fruits_g_24h_missing...3922",0,41
"Animal_Foods_g_8h_missing...3923",0,41
"Animal_Foods_g_24h_missing...3924",0,41
"Dairy_Products_g_8h_missing...3925",0,41
"Dairy_Products_g_24h_missing...3926",0,41
"Legumes_Nuts_g_8h_missing...3927",0,41
"Legumes_Nuts_g_24h_missing...3928",0,41
"Sweets_g_8h_missing...3929",0,41
"Sweets_g_24h_missing...3930",0,41
"Total_g_8h_missing...3931",0,41
"Total_g_24h_missing...3932",0,41
"Staples_bin_8h_missing...3933",0,41
"Staples_bin_24h_missing...3934",0,41
"Vegetables_bin_8h_missing...3935",0,41
"Vegetables_bin_24h_missing...3936",0,41
"Fruits_bin_8h_missing...3937",0,41
"Fruits_bin_24h_missing...3938",0,41
"Animal_Foods_bin_8h_missing...3939",0,41
"Animal_Foods_bin_24h_missing...3940",0,41
"Dairy_Products_bin_8h_missing...3941",0,41
"Dairy_Products_bin_24h_missing...3942",0,41
"Legumes_Nuts_bin_8h_missing...3943",0,41
"Legumes_Nuts_bin_24h_missing...3944",0,41
"Sweets_bin_8h_missing...3945",0,41
"Sweets_bin_24h_missing...3946",0,41
"Meal_bin_8h_missing...3947",0,41
"Meal_bin_24h_missing...3948",0,41
"PPG_spike_prev_missing...3949",0,41
"Animal_Foods_bin_8h...3950",100,42
"PPG_spike_prev...3951",33.4346526667736,42
"Vegetables_g...3952",24.1714343028736,42
"total_g...3953",21.2080516193192,42
"Hour...3954",3.4743464101794,42
"Meal_time...3955",3.18588634938233,42
"Non.insulin.hypoglycemic.agents...3956",0,42
"basal_insulin...3957",0,42
"bolus_insulin...3958",0,42
"Intermediate_insulin...3959",0,42
"Staples_g...3960",0,42
"Staples_bin...3961",0,42
"Vegetables_bin...3962",0,42
"Fruits_g...3963",0,42
"Fruits_bin...3964",0,42
"Animal_Foods_g...3965",0,42
"Animal_Foods_bin...3966",0,42
"Dairy_Products_g...3967",0,42
"Dairy_Products_bin...3968",0,42
"Legumes_Nuts_g...3969",0,42
"Legumes_Nuts_bin...3970",0,42
"Sweets_g...3971",0,42
"Sweets_bin...3972",0,42
"Day...3973",0,42
"basal_insulin_dose...3974",0,42
"bolus_insulin_dose...3975",0,42
"intermediate_insulin_dose...3976",0,42
"Insulin_Basal_Time...3977",0,42
"Intermediate_insulin_Time...3978",0,42
"Bolus_insulin_Time...3979",0,42
"Non_Insulin_Time...3980",0,42
"bolus_insulin_dose_time...3981",0,42
"basal_insulin_dose_time...3982",0,42
"intermediate_insulin_dose_time...3983",0,42
"day...3984",0,42
"month...3985",0,42
"Staples_g_8h...3986",0,42
"Staples_g_24h...3987",0,42
"Vegetables_g_8h...3988",0,42
"Vegetables_g_24h...3989",0,42
"Fruits_g_8h...3990",0,42
"Fruits_g_24h...3991",0,42
"Animal_Foods_g_8h...3992",0,42
"Animal_Foods_g_24h...3993",0,42
"Dairy_Products_g_8h...3994",0,42
"Dairy_Products_g_24h...3995",0,42
"Legumes_Nuts_g_8h...3996",0,42
"Legumes_Nuts_g_24h...3997",0,42
"Sweets_g_8h...3998",0,42
"Sweets_g_24h...3999",0,42
"Total_g_8h...4000",0,42
"Total_g_24h...4001",0,42
"Staples_bin_8h...4002",0,42
"Staples_bin_24h...4003",0,42
"Vegetables_bin_8h...4004",0,42
"Vegetables_bin_24h...4005",0,42
"Fruits_bin_8h...4006",0,42
"Fruits_bin_24h...4007",0,42
"Animal_Foods_bin_24h...4008",0,42
"Dairy_Products_bin_8h...4009",0,42
"Dairy_Products_bin_24h...4010",0,42
"Legumes_Nuts_bin_8h...4011",0,42
"Legumes_Nuts_bin_24h...4012",0,42
"Sweets_bin_8h...4013",0,42
"Sweets_bin_24h...4014",0,42
"Meal_bin_8h...4015",0,42
"Meal_bin_24h...4016",0,42
"weekday_num...4017",0,42
"Staples_g_8h_missing...4018",0,42
"Staples_g_24h_missing...4019",0,42
"Vegetables_g_8h_missing...4020",0,42
"Vegetables_g_24h_missing...4021",0,42
"Fruits_g_8h_missing...4022",0,42
"Fruits_g_24h_missing...4023",0,42
"Animal_Foods_g_8h_missing...4024",0,42
"Animal_Foods_g_24h_missing...4025",0,42
"Dairy_Products_g_8h_missing...4026",0,42
"Dairy_Products_g_24h_missing...4027",0,42
"Legumes_Nuts_g_8h_missing...4028",0,42
"Legumes_Nuts_g_24h_missing...4029",0,42
"Sweets_g_8h_missing...4030",0,42
"Sweets_g_24h_missing...4031",0,42
"Total_g_8h_missing...4032",0,42
"Total_g_24h_missing...4033",0,42
"Staples_bin_8h_missing...4034",0,42
"Staples_bin_24h_missing...4035",0,42
"Vegetables_bin_8h_missing...4036",0,42
"Vegetables_bin_24h_missing...4037",0,42
"Fruits_bin_8h_missing...4038",0,42
"Fruits_bin_24h_missing...4039",0,42
"Animal_Foods_bin_8h_missing...4040",0,42
"Animal_Foods_bin_24h_missing...4041",0,42
"Dairy_Products_bin_8h_missing...4042",0,42
"Dairy_Products_bin_24h_missing...4043",0,42
"Legumes_Nuts_bin_8h_missing...4044",0,42
"Legumes_Nuts_bin_24h_missing...4045",0,42
"Sweets_bin_8h_missing...4046",0,42
"Sweets_bin_24h_missing...4047",0,42
"Meal_bin_8h_missing...4048",0,42
"Meal_bin_24h_missing...4049",0,42
"PPG_spike_prev_missing...4050",0,42
"Total_g_24h...4051",100,43
"Staples_g_24h...4052",37.3514238216274,43
"PPG_spike_prev...4053",33.9558394294057,43
"Vegetables_bin_8h...4054",4.1457284767111,43
"Animal_Foods_bin...4055",4.0111271908862,43
"Hour...4056",1.96341554079038,43
"Non.insulin.hypoglycemic.agents...4057",0,43
"basal_insulin...4058",0,43
"bolus_insulin...4059",0,43
"Intermediate_insulin...4060",0,43
"Staples_g...4061",0,43
"Staples_bin...4062",0,43
"Vegetables_g...4063",0,43
"Vegetables_bin...4064",0,43
"Fruits_g...4065",0,43
"Fruits_bin...4066",0,43
"Animal_Foods_g...4067",0,43
"Dairy_Products_g...4068",0,43
"Dairy_Products_bin...4069",0,43
"Legumes_Nuts_g...4070",0,43
"Legumes_Nuts_bin...4071",0,43
"Sweets_g...4072",0,43
"Sweets_bin...4073",0,43
"total_g...4074",0,43
"Day...4075",0,43
"basal_insulin_dose...4076",0,43
"bolus_insulin_dose...4077",0,43
"intermediate_insulin_dose...4078",0,43
"Insulin_Basal_Time...4079",0,43
"Intermediate_insulin_Time...4080",0,43
"Bolus_insulin_Time...4081",0,43
"Non_Insulin_Time...4082",0,43
"bolus_insulin_dose_time...4083",0,43
"basal_insulin_dose_time...4084",0,43
"intermediate_insulin_dose_time...4085",0,43
"day...4086",0,43
"month...4087",0,43
"Staples_g_8h...4088",0,43
"Vegetables_g_8h...4089",0,43
"Vegetables_g_24h...4090",0,43
"Fruits_g_8h...4091",0,43
"Fruits_g_24h...4092",0,43
"Animal_Foods_g_8h...4093",0,43
"Animal_Foods_g_24h...4094",0,43
"Dairy_Products_g_8h...4095",0,43
"Dairy_Products_g_24h...4096",0,43
"Legumes_Nuts_g_8h...4097",0,43
"Legumes_Nuts_g_24h...4098",0,43
"Sweets_g_8h...4099",0,43
"Sweets_g_24h...4100",0,43
"Total_g_8h...4101",0,43
"Staples_bin_8h...4102",0,43
"Staples_bin_24h...4103",0,43
"Vegetables_bin_24h...4104",0,43
"Fruits_bin_8h...4105",0,43
"Fruits_bin_24h...4106",0,43
"Animal_Foods_bin_8h...4107",0,43
"Animal_Foods_bin_24h...4108",0,43
"Dairy_Products_bin_8h...4109",0,43
"Dairy_Products_bin_24h...4110",0,43
"Legumes_Nuts_bin_8h...4111",0,43
"Legumes_Nuts_bin_24h...4112",0,43
"Sweets_bin_8h...4113",0,43
"Sweets_bin_24h...4114",0,43
"Meal_bin_8h...4115",0,43
"Meal_bin_24h...4116",0,43
"Meal_time...4117",0,43
"weekday_num...4118",0,43
"Staples_g_8h_missing...4119",0,43
"Staples_g_24h_missing...4120",0,43
"Vegetables_g_8h_missing...4121",0,43
"Vegetables_g_24h_missing...4122",0,43
"Fruits_g_8h_missing...4123",0,43
"Fruits_g_24h_missing...4124",0,43
"Animal_Foods_g_8h_missing...4125",0,43
"Animal_Foods_g_24h_missing...4126",0,43
"Dairy_Products_g_8h_missing...4127",0,43
"Dairy_Products_g_24h_missing...4128",0,43
"Legumes_Nuts_g_8h_missing...4129",0,43
"Legumes_Nuts_g_24h_missing...4130",0,43
"Sweets_g_8h_missing...4131",0,43
"Sweets_g_24h_missing...4132",0,43
"Total_g_8h_missing...4133",0,43
"Total_g_24h_missing...4134",0,43
"Staples_bin_8h_missing...4135",0,43
"Staples_bin_24h_missing...4136",0,43
"Vegetables_bin_8h_missing...4137",0,43
"Vegetables_bin_24h_missing...4138",0,43
"Fruits_bin_8h_missing...4139",0,43
"Fruits_bin_24h_missing...4140",0,43
"Animal_Foods_bin_8h_missing...4141",0,43
"Animal_Foods_bin_24h_missing...4142",0,43
"Dairy_Products_bin_8h_missing...4143",0,43
"Dairy_Products_bin_24h_missing...4144",0,43
"Legumes_Nuts_bin_8h_missing...4145",0,43
"Legumes_Nuts_bin_24h_missing...4146",0,43
"Sweets_bin_8h_missing...4147",0,43
"Sweets_bin_24h_missing...4148",0,43
"Meal_bin_8h_missing...4149",0,43
"Meal_bin_24h_missing...4150",0,43
"PPG_spike_prev_missing...4151",0,43
"weekday_num...4152",100,44
"Meal_bin_8h...4153",77.2614320450048,44
"Staples_g_8h_missing...4154",27.2690890719469,44
"Vegetables_g_8h_missing...4155",9.07735517143795,44
"Dairy_Products_g_8h_missing...4156",4.54129641217208,44
"Animal_Foods_g_8h_missing...4157",4.53970160361689,44
"Fruits_g_8h_missing...4158",4.53635307319852,44
"Non.insulin.hypoglycemic.agents...4159",0,44
"basal_insulin...4160",0,44
"bolus_insulin...4161",0,44
"Intermediate_insulin...4162",0,44
"Staples_g...4163",0,44
"Staples_bin...4164",0,44
"Vegetables_g...4165",0,44
"Vegetables_bin...4166",0,44
"Fruits_g...4167",0,44
"Fruits_bin...4168",0,44
"Animal_Foods_g...4169",0,44
"Animal_Foods_bin...4170",0,44
"Dairy_Products_g...4171",0,44
"Dairy_Products_bin...4172",0,44
"Legumes_Nuts_g...4173",0,44
"Legumes_Nuts_bin...4174",0,44
"Sweets_g...4175",0,44
"Sweets_bin...4176",0,44
"total_g...4177",0,44
"Day...4178",0,44
"basal_insulin_dose...4179",0,44
"bolus_insulin_dose...4180",0,44
"intermediate_insulin_dose...4181",0,44
"Insulin_Basal_Time...4182",0,44
"Intermediate_insulin_Time...4183",0,44
"Bolus_insulin_Time...4184",0,44
"Non_Insulin_Time...4185",0,44
"bolus_insulin_dose_time...4186",0,44
"basal_insulin_dose_time...4187",0,44
"intermediate_insulin_dose_time...4188",0,44
"day...4189",0,44
"month...4190",0,44
"Staples_g_8h...4191",0,44
"Staples_g_24h...4192",0,44
"Vegetables_g_8h...4193",0,44
"Vegetables_g_24h...4194",0,44
"Fruits_g_8h...4195",0,44
"Fruits_g_24h...4196",0,44
"Animal_Foods_g_8h...4197",0,44
"Animal_Foods_g_24h...4198",0,44
"Dairy_Products_g_8h...4199",0,44
"Dairy_Products_g_24h...4200",0,44
"Legumes_Nuts_g_8h...4201",0,44
"Legumes_Nuts_g_24h...4202",0,44
"Sweets_g_8h...4203",0,44
"Sweets_g_24h...4204",0,44
"Total_g_8h...4205",0,44
"Total_g_24h...4206",0,44
"Staples_bin_8h...4207",0,44
"Staples_bin_24h...4208",0,44
"Vegetables_bin_8h...4209",0,44
"Vegetables_bin_24h...4210",0,44
"Fruits_bin_8h...4211",0,44
"Fruits_bin_24h...4212",0,44
"Animal_Foods_bin_8h...4213",0,44
"Animal_Foods_bin_24h...4214",0,44
"Dairy_Products_bin_8h...4215",0,44
"Dairy_Products_bin_24h...4216",0,44
"Legumes_Nuts_bin_8h...4217",0,44
"Legumes_Nuts_bin_24h...4218",0,44
"Sweets_bin_8h...4219",0,44
"Sweets_bin_24h...4220",0,44
